Student_ID,Age,Gender,Attendance_Rate,Prior_GPA,LMS_Logins,Study_Hours_Per_Week,Assignment_Submission_Rate,Engagement_Score,Final_Academic_Performance
431,20,Female,49.81,2.59,173,22.1,50.64,24.06,High
432,21,Male,76.17,2.5,189,27.2,81.47,38.94,Medium
433,20,Male,66.34,2.44,7,3.8,67.09,85.99,Low
434,18,Female,92.19,2.97,162,9.8,76.12,92.96,High
435,24,Female,49.34,3.92,107,4.0,54.6,51.7,Medium
436,23,Female,59.5,2.44,169,25.5,79.42,53.77,High
437,18,Male,99.63,1.5,209,21.2,72.63,52.87,High
438,23,Male,81.11,1.77,138,16.6,70.41,39.6,High
439,23,Female,57.72,2.16,138,35.2,73.02,22.81,Low
440,24,Male,77.48,2.63,199,25.5,96.58,67.16,High
441,23,Female,78.3,2.33,185,19.0,59.84,41.12,High
442,21,Male,76.99,3.97,270,13.5,31.52,78.3,Medium
443,18,Female,84.31,2.55,38,21.3,66.57,51.06,High
444,24,Female,81.36,2.16,112,8.9,95.26,56.7,High
445,20,Female,42.68,3.98,288,9.1,75.34,86.45,Low
446,18,Male,66.86,2.48,293,10.1,88.62,6.76,High
447,22,Male,50.69,3.39,255,12.2,83.57,48.04,Low
448,18,Female,75.82,3.7,223,38.8,59.73,22.56,High
449,21,Male,84.15,1.4,117,28.1,98.0,76.41,High
450,24,Male,81.46,1.98,99,2.2,34.44,59.65,High
451,19,Female,44.29,2.48,187,1.7,61.55,30.71,Medium
452,22,Male,91.06,1.13,29,3.1,42.09,94.72,High
453,21,Male,47.04,3.31,260,12.3,40.74,4.05,Medium
454,17,Female,63.28,2.59,292,3.7,50.44,57.28,High
455,20,Male,78.74,1.25,281,20.6,72.9,97.8,Low
456,21,Male,54.19,3.08,58,7.8,36.67,31.45,High
457,21,Male,40.69,1.88,241,37.7,46.78,31.77,Low
458,24,Male,45.27,2.54,105,23.3,90.35,5.8,Low
459,20,Male,91.56,2.12,38,3.3,55.48,18.9,Medium
460,19,Female,51.69,2.16,37,20.1,82.94,72.66,Medium
461,17,Female,46.17,1.86,50,30.7,63.5,61.41,High
462,17,Female,51.72,2.29,250,20.1,36.42,27.48,Medium
463,18,Male,54.99,3.02,47,7.4,76.08,26.79,High
464,21,Female,60.14,3.37,161,8.6,42.82,58.89,High
465,23,Female,96.62,1.97,144,5.0,89.62,11.94,High
466,22,Female,43.55,2.19,18,14.2,39.1,60.77,High
467,20,Male,41.5,2.18,201,12.7,73.32,49.91,Medium
468,22,Male,80.68,2.09,247,38.9,52.54,26.38,Medium
469,24,Male,69.66,2.69,92,21.9,56.65,94.93,Medium
470,19,Female,86.87,2.83,258,32.7,83.96,98.92,Medium
471,23,Female,82.86,3.63,92,2.0,94.5,54.77,Medium
472,23,Female,84.95,1.66,133,3.1,56.67,87.65,High
473,20,Female,49.88,3.92,181,3.8,37.21,28.9,Medium
474,19,Male,79.92,1.81,31,7.3,63.86,20.7,High
475,22,Male,94.38,1.45,180,28.5,93.97,65.17,Medium
476,17,Female,73.63,1.6,125,5.6,88.46,9.41,High
477,23,Female,63.15,3.39,63,13.6,51.83,94.07,High
478,22,Female,77.44,1.46,212,39.7,41.25,47.25,Low
479,23,Female,76.09,3.69,278,26.8,75.85,82.08,Low
480,24,Male,82.61,2.6,53,12.9,76.51,43.21,Medium
481,21,Male,71.85,2.0,281,4.2,70.6,91.06,Low
482,17,Male,59.67,2.67,252,14.9,74.67,53.49,Medium
483,17,Male,94.1,2.11,193,9.9,59.71,49.88,High
484,20,Female,67.84,3.87,113,29.8,30.66,28.25,Medium
485,24,Male,41.53,1.72,232,16.9,37.4,53.38,Low
486,19,Male,52.66,2.97,291,25.6,37.14,98.56,Medium
487,22,Male,97.34,1.4,299,36.1,39.76,32.37,Medium
488,17,Female,71.41,1.27,11,14.4,73.3,76.81,Low
489,22,Female,54.85,1.37,91,11.4,64.32,58.16,Low
490,24,Male,68.49,3.71,130,21.0,50.94,5.06,Medium
491,17,Female,65.98,1.07,59,24.5,94.95,84.76,Medium
492,21,Male,95.29,1.06,89,2.2,40.74,21.8,Medium
493,22,Female,51.3,1.02,187,8.2,68.48,49.86,Medium
494,20,Male,63.78,1.64,71,16.9,30.49,45.48,Medium
495,19,Female,72.43,3.42,145,29.5,45.99,71.12,Low
496,24,Female,76.12,3.19,103,5.0,97.53,12.8,Medium
497,19,Female,89.78,2.28,263,26.7,86.95,61.95,High
498,17,Female,46.02,2.1,48,1.9,85.78,66.64,Medium
499,24,Male,80.77,1.19,101,32.6,66.88,68.68,Medium
500,17,Female,79.88,1.05,237,6.2,51.21,74.5,Low
501,20,Female,55.21,3.64,272,31.2,89.85,15.2,Medium
502,21,Female,44.83,3.51,116,18.1,56.51,75.99,Medium
503,24,Male,86.79,2.89,43,34.5,40.5,7.35,Medium
504,24,Male,68.9,2.76,275,33.3,75.23,13.36,High
505,20,Male,83.05,3.15,172,34.0,67.19,95.45,Low
506,17,Female,72.49,3.46,10,32.3,76.64,91.2,Medium
507,23,Female,93.87,2.0,24,18.3,35.31,79.28,High
508,18,Female,70.87,1.63,121,10.7,87.09,86.79,Low
509,19,Male,63.41,1.54,6,2.7,78.2,96.33,Low
510,23,Male,61.2,3.22,37,5.3,89.0,7.57,Low
511,18,Male,82.08,1.62,31,33.2,30.12,78.73,Medium
512,17,Female,63.69,1.19,180,30.1,84.07,88.18,High
513,23,Female,48.89,3.48,26,38.4,39.84,6.49,High
514,21,Male,46.36,2.91,237,24.9,84.91,76.21,Low
515,19,Female,64.76,3.94,108,14.0,63.84,80.55,Medium
516,24,Male,59.62,3.36,265,30.1,94.55,21.89,High
517,19,Male,58.39,3.27,284,29.2,84.57,52.45,High
518,22,Female,77.29,1.12,251,5.4,65.66,80.81,Medium
519,19,Female,63.96,2.24,54,15.6,46.31,98.76,Medium
520,17,Male,61.02,3.93,238,9.1,88.22,44.0,Medium
521,17,Female,92.25,2.88,285,7.8,76.0,35.87,Medium
522,19,Female,49.82,2.01,186,33.1,60.1,28.23,High
523,19,Male,59.3,1.64,228,39.6,74.55,36.4,Low
524,22,Male,62.34,3.41,130,9.6,59.88,18.23,Medium
525,20,Male,94.77,2.23,185,36.1,38.4,98.02,High
526,24,Female,96.72,2.13,222,32.7,52.52,70.94,Medium
527,18,Male,48.19,1.44,88,35.2,57.34,52.86,Medium
528,24,Male,69.84,3.95,228,5.7,30.88,77.03,Low
529,23,Male,52.33,1.53,133,36.5,53.19,29.2,Medium
530,20,Female,48.83,1.68,237,7.1,30.15,64.11,Low
531,22,Male,59.71,1.78,244,13.1,74.19,94.28,High
532,24,Female,63.1,1.75,25,30.4,60.97,62.82,High
533,24,Male,76.69,2.87,105,13.4,86.02,74.21,Medium
534,22,Male,61.95,2.78,286,23.2,46.6,20.19,Medium
535,18,Male,47.86,3.73,172,9.6,87.7,48.79,Medium
536,22,Male,88.3,1.64,246,9.1,82.81,27.44,High
537,21,Male,70.69,2.85,19,38.7,38.48,41.13,Medium
538,17,Male,53.76,2.97,191,16.3,96.32,18.26,Medium
539,17,Male,69.97,1.66,144,33.9,79.03,72.23,Low
540,17,Female,85.94,3.2,69,16.1,37.3,52.85,Medium
541,24,Female,91.71,1.82,13,39.0,62.69,50.31,Low
542,18,Male,66.55,1.12,133,8.0,62.85,57.17,High
543,19,Male,91.56,1.59,16,11.3,91.2,8.96,Medium
544,19,Male,62.08,1.42,173,3.4,97.23,86.97,Medium
545,17,Female,46.03,1.35,133,31.9,73.63,34.62,Low
546,22,Male,69.78,2.26,268,37.1,45.87,41.48,Medium
547,24,Female,48.81,1.32,108,38.0,56.6,42.64,Medium
548,24,Male,67.14,1.95,291,12.2,91.37,77.16,Medium
549,24,Female,82.86,1.88,209,19.9,96.1,26.47,Medium
550,18,Female,55.16,3.69,52,8.9,69.03,78.55,Low
551,17,Male,62.63,3.55,73,18.2,70.88,12.62,Medium
552,21,Female,43.61,3.15,19,21.7,50.39,87.04,High
553,20,Male,86.36,3.08,13,2.6,86.03,97.47,Medium
554,21,Female,71.34,1.54,23,2.5,82.91,5.86,Low
555,20,Female,84.42,2.56,197,8.6,55.65,31.15,Medium
556,18,Male,54.39,3.57,102,25.6,82.49,7.87,Medium
557,21,Female,57.04,1.13,252,33.6,58.52,49.24,Medium
558,23,Female,91.31,2.22,176,38.6,31.82,10.94,High
559,22,Male,80.43,3.02,75,32.9,57.8,62.47,Medium
560,19,Male,76.12,3.61,47,33.9,78.68,95.4,High
561,24,Male,93.41,2.33,164,21.4,60.97,58.54,Medium
562,17,Female,95.79,1.44,150,12.3,91.34,46.27,Medium
563,18,Female,68.6,2.55,294,24.2,43.45,31.76,Low
564,19,Male,50.89,2.01,174,39.7,35.51,65.63,High
565,23,Male,92.35,3.52,166,30.4,57.1,88.91,Medium
566,21,Female,76.7,2.66,116,24.0,37.69,14.71,Medium
567,23,Male,68.71,2.22,171,31.7,55.03,56.79,Low
568,21,Male,72.49,2.84,233,7.2,53.89,71.96,Medium
569,22,Male,51.92,2.95,121,36.7,67.45,73.55,Low
570,19,Female,92.23,2.6,219,34.9,47.03,46.25,Medium
571,21,Male,59.94,1.23,288,6.4,63.9,17.46,High
572,17,Female,45.47,3.77,290,15.1,83.7,28.05,High
573,20,Female,85.69,1.57,20,12.8,89.54,55.16,Medium
574,19,Female,67.13,3.64,264,39.5,85.74,87.14,Medium
575,17,Male,79.79,1.91,55,11.4,35.12,48.3,Medium
576,23,Male,46.21,1.42,183,17.0,47.23,47.05,Medium
577,18,Female,70.19,2.04,181,8.0,33.84,50.04,Medium
578,18,Male,80.88,2.74,141,3.7,53.26,97.86,High
579,19,Female,53.33,3.3,136,28.4,87.63,98.81,High
580,21,Female,95.46,1.24,163,22.6,62.96,12.23,High
581,24,Female,64.78,3.13,123,37.6,79.03,19.75,High
582,22,Male,93.55,3.06,93,32.7,46.47,73.57,High
583,18,Female,43.87,1.49,141,30.3,99.39,17.43,Medium
584,19,Male,43.81,3.48,192,3.0,33.51,46.62,Low
585,19,Male,87.12,3.84,48,22.0,40.5,65.16,High
586,24,Female,49.58,3.66,85,39.7,38.62,82.37,High
587,20,Female,67.22,1.4,224,11.7,37.5,87.4,Medium
588,23,Female,78.51,2.55,108,15.8,59.96,76.3,High
589,19,Male,59.57,2.04,111,19.0,32.7,17.05,High
590,19,Male,89.32,2.16,237,16.3,32.65,33.91,Low
591,19,Female,79.21,1.04,122,33.8,76.91,38.65,High
592,17,Male,42.89,2.48,88,35.0,54.37,23.47,Low
593,19,Male,44.22,1.56,108,22.4,89.91,73.39,Medium
594,23,Male,95.65,1.09,59,4.0,68.6,32.31,Medium
595,24,Male,78.22,3.19,281,9.2,99.36,53.31,Medium
596,23,Female,63.97,1.24,284,13.8,39.2,1.86,Medium
597,23,Female,50.22,1.11,275,25.2,77.11,12.08,Low
598,23,Female,92.02,3.44,281,12.9,95.36,39.28,Low
599,20,Male,91.14,2.1,5,17.9,67.51,24.0,Medium
600,18,Male,56.58,2.67,130,23.4,40.41,45.55,High
601,23,Female,99.98,2.67,5,28.7,53.51,18.04,Medium
602,24,Female,85.12,2.23,243,10.0,68.13,89.24,High
603,22,Female,51.31,2.82,212,5.5,50.12,52.16,Medium
604,24,Male,49.53,1.17,117,23.0,79.87,39.32,Medium
605,17,Male,43.17,3.26,159,9.2,33.43,32.04,Medium
606,24,Male,71.94,3.06,91,28.9,91.98,89.32,Medium
607,18,Female,53.96,1.84,223,2.3,47.53,82.22,Medium
608,21,Male,75.26,3.93,15,1.2,37.56,45.22,High
609,19,Female,90.1,2.1,69,9.3,61.23,23.18,Low
610,17,Female,52.32,3.95,124,11.8,84.5,73.93,Medium
611,24,Female,64.21,3.63,56,35.4,84.13,66.14,Medium
612,17,Female,70.64,3.6,273,9.8,39.07,8.83,Low
613,20,Male,95.23,2.97,93,35.7,44.97,12.39,Medium
614,23,Male,66.65,1.56,129,30.5,82.62,25.55,Low
615,20,Female,73.58,3.33,90,30.3,32.4,46.95,High
616,22,Male,43.1,1.81,77,2.7,93.09,89.67,High
617,18,Female,58.83,2.13,46,35.8,61.76,49.37,High
618,24,Male,89.58,3.21,6,1.1,34.98,82.09,Medium
619,21,Male,46.0,3.69,7,24.6,48.23,85.19,Low
620,17,Male,45.59,2.01,155,3.2,59.86,11.99,High
621,20,Male,63.04,2.71,28,20.9,62.68,55.47,High
622,17,Male,80.35,3.73,213,36.2,60.47,56.71,Medium
623,18,Male,70.91,3.11,143,20.4,33.89,92.25,Medium
624,19,Female,70.26,1.97,274,12.7,76.44,66.78,Low
625,19,Male,60.46,2.61,230,24.4,56.37,17.88,Medium
626,24,Female,51.49,2.93,96,23.8,39.83,96.52,Medium
627,22,Female,70.79,2.7,52,38.4,87.58,69.0,High
628,24,Female,93.09,2.38,57,10.7,57.2,37.76,Low
629,22,Male,78.92,2.58,42,37.2,56.34,40.69,Medium
630,23,Female,89.35,3.43,99,13.6,67.43,62.1,Medium
631,17,Female,88.11,2.97,223,21.7,31.37,94.98,Low
632,19,Female,72.62,2.84,70,6.1,84.81,95.68,Medium
633,21,Male,48.33,3.8,133,17.3,40.84,34.53,High
634,23,Female,59.68,3.55,95,7.8,41.16,54.99,Medium
635,22,Male,82.11,1.24,131,38.7,86.31,20.34,Medium
636,24,Male,58.68,2.49,236,24.3,37.85,12.84,Low
637,21,Male,49.84,1.71,202,18.6,53.89,50.15,Medium
638,23,Female,41.94,3.36,254,20.2,41.81,23.1,High
639,22,Male,50.75,3.4,40,10.0,69.22,64.8,High
640,20,Male,51.86,1.82,211,28.5,42.67,60.13,Low
641,18,Male,95.71,1.77,183,2.1,79.92,64.3,High
642,18,Male,46.47,2.24,94,29.4,33.99,16.03,Medium
643,21,Female,77.77,3.53,255,22.0,91.13,98.03,High
644,17,Male,80.48,3.8,201,10.5,69.26,43.04,Medium
645,22,Male,81.46,1.21,46,18.8,81.24,22.6,High
646,24,Female,44.25,3.85,191,7.8,65.77,12.66,Medium
647,20,Male,94.59,2.27,271,32.9,52.09,2.99,Low
648,22,Female,64.74,3.51,111,29.8,31.46,35.83,High
649,24,Male,93.92,2.14,167,32.4,40.81,78.51,Low
650,18,Male,53.41,1.12,261,2.0,43.44,79.98,High
651,19,Female,71.63,3.59,292,2.4,83.72,11.44,High
652,23,Female,97.26,2.79,240,4.9,50.1,52.13,Medium
653,20,Female,55.17,3.57,8,32.6,91.84,91.48,High
654,22,Female,82.47,3.03,35,23.4,76.54,63.12,Low
655,24,Female,72.89,1.45,101,39.5,55.44,53.3,Medium
656,18,Male,40.15,2.96,125,22.8,38.14,76.17,High
657,24,Female,79.2,2.61,233,11.8,42.92,22.02,Medium
658,20,Female,92.18,2.3,234,17.4,43.84,35.02,Medium
659,18,Male,56.34,2.7,30,34.5,86.05,53.24,High
660,22,Female,94.71,2.36,199,12.8,87.37,8.86,Low
661,23,Male,99.81,1.57,7,24.6,43.48,60.3,Medium
662,22,Male,96.85,3.04,116,25.0,64.04,0.24,Medium
663,19,Female,66.5,3.51,100,34.1,36.52,65.68,Medium
664,23,Female,47.79,2.81,83,8.5,92.85,4.33,Medium
665,17,Male,57.27,3.68,271,2.5,38.98,3.26,Low
666,22,Female,61.66,2.13,298,31.7,97.17,75.33,Medium
667,24,Female,40.87,2.01,240,20.6,65.75,20.48,Medium
668,23,Female,73.82,2.76,62,4.4,31.26,71.75,Medium
669,22,Male,48.7,1.12,54,2.3,35.59,75.84,Medium
670,22,Female,49.13,2.22,243,1.9,99.22,27.46,Medium
671,23,Female,44.25,1.89,186,18.8,62.89,34.61,Medium
672,20,Male,99.02,1.54,129,34.1,64.17,97.41,High
673,20,Male,92.91,3.92,295,15.4,81.27,47.97,Medium
674,18,Female,63.75,1.18,267,24.3,38.77,19.11,Medium
675,18,Male,67.36,1.83,235,9.7,63.21,38.46,Medium
676,21,Female,66.31,1.61,62,10.8,42.94,99.48,Low
677,19,Male,93.7,2.18,175,27.9,98.6,80.67,High
678,20,Male,82.24,2.15,161,5.6,37.97,85.39,High
679,24,Male,83.72,3.31,135,33.6,56.06,89.2,Medium
680,20,Female,91.19,3.52,190,33.5,60.27,45.21,Medium
681,17,Male,90.34,1.87,161,24.7,76.76,16.85,Medium
682,17,Female,98.64,3.4,73,4.0,57.7,54.74,Medium
683,18,Male,84.71,2.96,247,17.6,66.78,66.18,High
684,17,Male,97.37,2.64,188,17.7,48.28,46.76,High
685,20,Female,63.18,1.81,13,3.3,90.94,7.42,Medium
686,21,Female,97.93,3.48,83,28.6,43.27,26.88,Medium
687,20,Female,82.38,2.9,108,35.9,40.56,55.36,High
688,20,Male,57.82,3.29,247,9.2,61.27,60.89,Medium
689,17,Female,83.2,3.1,88,6.7,38.39,65.13,Medium
690,17,Male,57.8,1.23,103,7.7,33.21,69.62,High
691,21,Female,55.37,3.56,102,4.6,74.06,67.25,Low
692,23,Female,92.57,2.02,36,31.3,99.01,62.28,Medium
693,17,Male,46.08,3.78,51,6.4,72.52,78.89,High
694,17,Male,70.92,3.15,165,29.7,60.4,82.56,Medium
695,20,Male,62.81,2.6,293,10.4,71.0,29.72,High
696,23,Female,49.84,3.09,180,17.1,46.69,15.83,Medium
697,22,Male,40.99,3.59,202,34.2,43.41,18.99,Medium
698,23,Male,72.01,1.29,266,25.1,67.39,47.34,Low
699,18,Male,53.27,3.94,150,32.5,70.44,64.1,Medium
700,20,Female,67.6,1.22,8,15.8,90.38,27.99,Medium
701,18,Female,66.97,2.55,56,29.0,30.9,74.51,Medium
702,21,Male,59.83,2.26,148,28.1,70.68,0.51,Medium
703,21,Male,53.32,3.41,96,34.0,69.81,53.76,Medium
704,20,Female,75.59,3.62,134,10.8,49.69,46.1,High
705,24,Male,49.28,3.49,97,34.7,68.09,76.65,High
706,19,Female,52.68,2.42,191,6.5,94.85,64.75,Low
707,18,Male,74.18,2.7,270,35.2,36.9,45.35,High
708,22,Female,45.46,3.41,63,35.2,51.21,28.68,Low
709,21,Male,40.77,2.08,107,32.6,95.51,42.96,Low
710,18,Female,98.37,1.86,229,29.4,91.38,77.1,Low
711,22,Male,86.54,2.4,223,5.3,64.06,21.59,Medium
712,23,Male,77.86,2.65,73,19.9,77.5,87.26,High
713,24,Male,57.58,2.65,224,15.6,48.2,59.42,Low
714,24,Female,49.3,1.01,106,29.0,32.49,64.93,Medium
715,20,Female,57.43,3.32,37,26.4,77.95,69.52,Medium
716,18,Male,85.86,3.21,56,20.7,31.87,53.11,Medium
717,20,Female,60.98,1.88,172,19.2,75.51,49.08,Medium
718,24,Female,68.13,3.41,233,9.3,75.3,74.72,Low
719,23,Female,85.07,3.97,124,23.2,98.94,88.55,Low
720,22,Male,99.19,3.87,232,29.2,64.22,94.74,Medium
721,23,Female,90.03,1.15,230,9.3,37.06,82.05,Medium
722,18,Female,61.91,1.76,277,30.2,72.25,57.3,High
723,19,Female,41.11,2.93,196,30.3,80.93,76.01,Medium
724,20,Male,88.95,3.32,14,28.2,31.34,93.34,Medium
725,20,Male,40.69,4.0,123,17.0,63.75,99.4,Medium
726,22,Male,49.48,1.82,109,12.5,96.91,91.94,Low
727,22,Male,63.6,1.82,152,1.5,71.63,55.92,Medium
728,22,Male,66.71,3.03,133,37.1,48.35,98.89,Medium
729,17,Female,41.97,2.39,167,3.1,42.18,39.39,High
730,23,Female,74.57,1.66,70,21.7,98.56,69.55,High
731,23,Male,84.49,2.0,109,33.1,58.85,45.89,Medium
732,21,Female,92.87,1.56,161,3.1,79.59,77.77,High
733,23,Female,61.64,1.65,168,32.0,96.15,37.64,Low
734,19,Female,96.83,2.3,116,21.5,92.77,10.04,High
735,18,Male,65.17,1.43,178,11.0,68.21,71.55,Medium
736,23,Male,48.53,1.51,146,26.7,67.59,11.75,Medium
737,17,Male,61.92,2.8,85,4.4,35.87,8.06,High
738,22,Female,55.47,3.14,129,35.0,99.33,88.19,Low
739,19,Female,98.64,1.54,246,18.2,83.47,47.31,Medium
740,18,Male,43.76,3.25,284,3.1,53.28,46.15,Medium
741,22,Female,88.78,2.69,129,17.4,78.98,51.64,Low
742,22,Male,41.5,1.21,273,19.8,68.37,91.82,Medium
743,17,Female,97.75,1.06,30,23.1,45.14,26.37,Low
744,24,Male,54.85,1.92,280,12.3,53.21,93.65,Medium
745,22,Female,43.04,3.24,61,21.5,32.99,1.7,Medium
746,17,Female,68.47,3.12,182,19.2,32.68,22.39,Low
747,20,Male,64.08,3.03,63,33.6,62.57,82.04,Medium
748,24,Female,89.12,3.67,122,25.7,64.14,70.21,High
749,24,Male,60.05,3.61,273,1.0,33.18,88.55,High
750,22,Female,83.44,2.25,72,21.5,99.04,92.78,High
751,23,Male,92.13,1.79,97,36.8,48.39,63.61,High
752,20,Female,76.79,3.47,186,36.8,41.55,28.81,Medium
753,23,Male,69.55,3.64,66,26.2,76.99,20.57,Medium
754,23,Female,72.45,3.27,94,12.1,40.46,79.02,Medium
755,21,Male,71.0,3.57,123,26.4,74.22,50.62,Medium
756,17,Female,44.85,2.41,78,20.4,99.63,28.72,Low
757,17,Female,98.89,3.34,205,14.5,33.28,76.38,Medium
758,19,Female,65.34,1.76,245,21.1,45.69,67.06,High
759,23,Female,99.27,3.95,109,28.6,36.26,62.87,High
760,20,Male,98.92,2.79,128,6.0,62.9,59.62,Medium
761,20,Female,97.55,2.01,276,28.8,64.89,90.19,Medium
762,20,Female,91.07,1.33,183,20.2,64.54,57.83,High
763,20,Male,51.08,3.92,225,27.2,34.64,3.79,Medium
764,18,Male,94.26,3.37,82,6.8,46.06,69.47,High
765,20,Male,46.07,3.8,129,21.2,54.16,84.16,Medium
766,18,Female,91.4,3.54,97,31.7,86.45,25.16,Medium
767,23,Male,65.08,3.2,215,28.5,49.56,94.56,High
768,18,Female,53.02,2.94,166,19.6,78.44,98.64,Low
769,18,Male,62.06,2.15,150,16.5,74.1,10.09,Medium
770,24,Male,94.6,2.76,280,2.4,61.06,52.66,High
771,23,Female,84.42,3.87,49,34.3,39.91,40.45,Medium
772,18,Female,65.79,3.84,226,36.4,33.63,50.38,High
773,24,Male,62.59,1.12,247,1.1,45.06,6.13,Medium
774,24,Male,78.75,2.67,110,24.1,50.08,27.86,Medium
775,19,Male,65.49,3.01,118,17.6,93.23,46.72,High
776,23,Male,70.88,2.21,213,38.7,99.55,96.03,High
777,22,Male,87.58,3.81,11,12.4,42.03,47.56,Medium
778,22,Female,41.28,3.99,263,19.9,32.7,98.64,High
779,22,Male,64.13,2.48,234,33.3,79.11,5.36,Low
780,17,Female,55.08,3.79,13,7.6,30.0,7.25,Low
781,17,Female,47.1,3.65,149,38.7,84.59,28.93,Medium
782,17,Male,64.26,1.01,75,14.8,69.19,34.6,High
783,22,Female,43.16,2.05,109,30.5,51.43,31.56,Low
784,18,Female,44.36,2.99,257,8.5,82.75,33.13,High
785,20,Male,59.79,1.88,267,31.4,61.98,60.4,Medium
786,22,Female,79.8,2.67,221,6.0,45.43,79.48,Low
787,21,Male,62.99,3.65,197,28.2,71.91,23.23,Medium
788,23,Male,67.17,2.01,36,19.7,59.52,20.39,High
789,19,Male,83.92,3.78,174,25.9,79.94,48.81,Low
790,24,Male,41.92,1.62,79,21.4,62.38,58.66,High
791,18,Female,85.8,3.56,135,35.5,78.94,35.06,Medium
792,21,Male,63.09,2.89,153,30.1,74.51,43.16,Medium
793,19,Male,86.19,2.4,248,11.0,86.51,5.47,Low
794,23,Female,94.28,2.56,5,15.4,89.99,51.45,High
795,19,Male,70.17,1.02,131,6.8,79.66,72.4,Medium
796,23,Female,67.69,2.55,130,38.6,33.19,19.55,High
797,17,Female,41.88,1.22,76,24.4,66.43,26.37,High
798,22,Male,89.97,3.79,167,34.1,32.38,6.34,Medium
799,24,Female,42.71,2.05,72,3.3,35.93,73.91,Medium
800,18,Female,82.82,3.38,234,37.8,50.58,13.47,High
801,23,Male,85.45,1.72,226,21.3,92.92,18.6,Medium
802,22,Female,90.89,1.81,107,22.0,76.92,23.36,Medium
803,18,Male,58.86,2.86,283,24.7,69.03,56.54,High
804,22,Male,76.4,1.75,44,18.1,70.56,48.82,Medium
805,18,Male,87.97,3.23,181,39.7,30.58,87.56,Low
806,22,Male,66.21,3.16,277,35.0,66.66,84.63,Medium
807,23,Male,71.18,2.92,290,6.7,92.68,39.89,Medium
808,21,Female,82.21,2.51,182,18.6,77.34,7.34,Medium
809,24,Female,88.68,3.36,176,16.9,71.1,24.31,Medium
810,23,Male,40.25,1.07,55,11.0,93.88,73.65,High
811,17,Female,96.49,2.04,238,15.4,69.77,32.31,Medium
812,17,Female,45.24,1.66,74,6.8,53.86,69.69,Medium
813,24,Male,48.2,1.9,262,8.9,71.22,9.91,High
814,23,Male,49.48,2.77,216,6.0,71.66,11.8,High
815,17,Female,41.98,2.23,289,30.0,48.38,37.57,High
816,18,Male,70.7,1.93,247,5.9,57.06,52.18,High
817,19,Male,75.23,1.95,140,32.2,44.8,22.96,Medium
818,19,Male,67.48,2.71,280,4.2,61.34,43.86,High
819,20,Female,61.47,3.67,294,37.7,95.99,76.99,High
820,22,Female,66.9,3.87,245,39.0,48.79,18.22,Medium
821,20,Female,51.2,2.94,292,25.4,37.12,72.12,Medium
822,22,Female,56.3,3.24,132,27.4,42.21,31.7,Medium
823,22,Male,84.23,1.87,113,31.9,52.29,13.68,Medium
824,23,Female,94.45,2.46,152,36.2,84.35,35.17,High
825,22,Female,63.98,3.65,289,25.5,76.53,52.97,Medium
826,22,Male,72.53,3.22,170,39.3,85.06,22.53,Low
827,20,Female,94.43,3.39,101,30.5,34.0,38.77,High
828,21,Male,58.57,1.27,176,13.0,69.75,16.55,Medium
829,19,Female,63.75,1.28,206,29.4,65.79,36.92,Medium
830,20,Female,42.17,3.64,272,8.9,61.36,49.04,Low
831,24,Female,66.7,3.32,151,4.2,60.54,9.96,Medium
832,18,Female,75.9,1.22,235,28.7,43.46,35.47,High
833,23,Female,55.04,3.69,7,36.4,37.11,77.99,High
834,20,Female,95.2,2.79,182,8.0,93.01,17.72,Medium
835,22,Male,74.17,1.45,146,35.5,46.44,84.0,High
836,17,Male,78.94,2.07,208,19.1,56.87,38.67,Medium
837,21,Female,40.75,2.97,272,18.7,64.72,66.45,High
838,23,Male,62.6,1.25,189,5.7,58.1,58.1,High
839,21,Female,65.82,3.95,287,39.2,82.47,85.46,Medium
840,17,Female,75.3,1.52,56,17.0,96.05,21.71,High
841,19,Male,43.9,2.99,132,29.4,45.47,41.7,Medium
842,18,Female,91.69,1.87,105,28.1,92.06,1.93,Low
843,24,Male,41.21,2.68,51,28.4,50.05,78.2,High
844,18,Male,63.76,3.93,97,34.8,70.03,2.32,Medium
845,17,Female,43.06,3.06,295,18.0,73.32,61.25,Medium
846,21,Male,55.12,3.03,156,32.8,83.19,91.65,Medium
847,17,Male,46.79,2.43,175,15.8,43.46,59.25,High
848,23,Male,58.2,3.57,290,1.2,45.01,21.86,High
849,19,Male,96.95,3.86,217,38.0,40.37,54.84,High
850,21,Female,41.8,1.46,180,32.7,61.08,75.15,High
851,23,Male,72.92,3.93,138,39.8,91.42,52.62,High
852,24,Female,49.39,3.15,68,13.9,32.87,11.61,High
853,23,Female,42.34,2.46,150,20.5,90.41,7.44,Medium
854,17,Male,46.39,3.78,88,23.3,89.14,60.3,High
855,21,Female,87.16,1.7,284,25.9,86.72,74.54,Medium
856,22,Female,84.76,3.16,63,10.1,99.8,3.3,High
857,24,Male,81.03,1.63,58,4.1,32.31,78.18,Medium
858,19,Female,61.42,2.09,35,2.5,94.48,93.93,High
859,18,Female,94.77,1.31,9,28.7,62.1,43.47,High
860,20,Female,92.46,3.86,211,24.4,79.12,89.86,High
861,20,Female,78.97,3.24,102,22.7,65.56,64.35,High
862,24,Male,64.24,2.42,294,30.9,35.17,86.19,Low
863,23,Female,88.35,3.55,209,39.1,82.19,23.97,High
